cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj
2701357,Campestre,0  ,NE,AL,M,2020,6936,01631604000107
2701407,Campo Alegre,0  ,NE,AL,M,2020,57063,12264628000183
2701506,Campo Grande,0  ,NE,AL,M,2020,9558,12198701000166
2701605,Canapi,0  ,NE,AL,M,2020,17722,12367892000142
2701704,Capela,0  ,NE,AL,M,2020,17053,12333753000106
2701803,Carneiros,0  ,NE,AL,M,2020,9081,12250684000169
2701902,Chã Preta,0  ,NE,AL,M,2020,7311,12334629000157
2702009,Coité do Nóia,0  ,NE,AL,M,2020,10693,12198719000168
2702108,Colônia Leopoldina,0  ,NE,AL,M,2020,21698,12332987000120
2702207,Coqueiro Seco,0  ,NE,AL,M,2020,5845,12200325000105
2702306,Coruripe,0  ,NE,AL,M,2020,56933,12264230000147
2702355,Craíbas,0  ,NE,AL,M,2020,24219,08439549000199
2702405,Delmiro Gouveia,0  ,NE,AL,M,2020,52016,12224895000127
2702504,Dois Riachos,0  ,NE,AL,M,2020,11075,12250908000132
2702553,Estrela de Alagoas,0  ,NE,AL,M,2020,18205,24176307000106
2702603,Feira Grande,0  ,NE,AL,M,2020,22166,12207528000115
2702702,Feliz Deserto,0  ,NE,AL,M,2020,4754,12242020000158
2702801,Flexeiras,0  ,NE,AL,M,2020,12790,12262721000159
2702900,Girau do Ponciano,0  ,NE,AL,M,2020,40917,12207536000161
2703007,Ibateguara,0  ,NE,AL,M,2020,15616,12332961000182
2703106,Igaci,0  ,NE,AL,M,2020,25631,12228375000192
2703205,Igreja Nova,0  ,NE,AL,M,2020,24499,12242350000143
2703304,Inhapi,0  ,NE,AL,M,2020,18385,12226197000160
2703403,Jacaré dos Homens,0  ,NE,AL,M,2020,5253,12250999000106
2703502,Jacuípe,0  ,NE,AL,M,2020,7021,12247755000174
2703601,Japaratinga,0  ,NE,AL,M,2020,8361,12247946000136
2703700,Jaramataia,0  ,NE,AL,M,2020,5770,12207544000108
2703759,Jequiá da Praia,0  ,NE,AL,M,2020,11580,02917132000108
2703809,Joaquim Gomes,0  ,NE,AL,M,2020,23993,12262739000150
2703908,Jundiá,0  ,NE,AL,M,2020,4155,12248100000110
2704005,Junqueiro,0  ,NE,AL,M,2020,24727,12265468000197
2704104,Lagoa da Canoa,0  ,NE,AL,M,2020,17852,12207551000100
2704203,Limoeiro de Anadia,0  ,NE,AL,M,2020,28635,12207403000195
2704302,Maceió,1  ,NE,AL,M,2020,1018948,12200135000180
2704401,Major Isidoro,0  ,NE,AL,M,2020,19804,12228904000158
2704500,Maragogi,0  ,NE,AL,M,2020,32704,12248522000196
2704609,Maravilha,0  ,NE,AL,M,2020,9163,12251286000167
2704708,Marechal Deodoro,0  ,NE,AL,M,2020,51901,12200275000158
2704807,Maribondo,0  ,NE,AL,M,2020,13264,12236873000187
2704906,Mar Vermelho,0  ,NE,AL,M,2020,3514,12333761000144
2705002,Mata Grande,0  ,NE,AL,M,2020,25216,12226205000179
2705101,Matriz de Camaragibe,0  ,NE,AL,M,2020,24642,12342663000173
2705200,Messias,0  ,NE,AL,M,2020,17856,12200283000102
2705309,Minador do Negrão,0  ,NE,AL,M,2020,5329,12237038000161
2705408,Monteirópolis,0  ,NE,AL,M,2020,7159,12251450000136
2705507,Murici,0  ,NE,AL,M,2020,28236,12332953000136
2705606,Novo Lino,0  ,NE,AL,M,2020,12690,12248878000120
2705705,Olho d'Água das Flores,0  ,NE,AL,M,2020,21688,12251468000138
2705804,Olho d'Água do Casado,0  ,NE,AL,M,2020,9373,12350146000146
2705903,Olho d'Água Grande,0  ,NE,AL,M,2020,5123,12207411000131
2706000,Olivença,0  ,NE,AL,M,2020,11624,12257762000157
2706109,Ouro Branco,0  ,NE,AL,M,2020,11496,12258141000198
2706208,Palestina,0  ,NE,AL,M,2020,5011,12369872000100
2706307,Palmeira dos Índios,0  ,NE,AL,M,2020,73218,12356879000198
2706406,Pão de Açúcar,0  ,NE,AL,M,2020,24399,12369880000157
2706422,Pariconha,0  ,NE,AL,M,2020,10533,35634435000172
2706448,Paripueira,0  ,NE,AL,M,2020,13176,35561471000153
2706505,Passo de Camaragibe,0  ,NE,AL,M,2020,15245,12342655000127
2706604,Paulo Jacinto,0  ,NE,AL,M,2020,7564,12335030000138
2919108,Lamarão,0  ,NE,BA,M,2020,8307,13844071000112
2919157,Lapão,0  ,NE,BA,M,2020,27223,13891528000140
2919207,Lauro de Freitas,0  ,NE,BA,M,2020,198440,13927819000140
2919306,Lençóis,0  ,NE,BA,M,2020,11409,14694400000159
2919405,Licínio de Almeida,0  ,NE,BA,M,2020,12388,14108286000138
2919504,Livramento de Nossa Senhora,0  ,NE,BA,M,2020,45732,13674817000197
2919553,Luís Eduardo Magalhães,0  ,NE,BA,M,2020,87519,04214419000105
2919603,Macajuba,0  ,NE,BA,M,2020,11348,13810841000106
2919702,Macarani,0  ,NE,BA,M,2020,18755,13751540000159
2919801,Macaúbas,0  ,NE,BA,M,2020,49826,13782461000105
2919900,Macururé,0  ,NE,BA,M,2020,7824,14217343000117
2919926,Madre de Deus,0  ,NE,BA,M,2020,21093,33919960000109
2919959,Maetinga,0  ,NE,BA,M,2020,3161,13284641000167
2920007,Maiquinique,0  ,NE,BA,M,2020,10112,13751821000101
2920106,Mairi,0  ,NE,BA,M,2020,18676,14212872000128
2920205,Malhada,0  ,NE,BA,M,2020,16845,14105217000170
2920304,Malhada de Pedras,0  ,NE,BA,M,2020,8393,14106561000184
2920403,Manoel Vitorino,0  ,NE,BA,M,2020,13240,13894886000106
2920452,Mansidão,0  ,NE,BA,M,2020,13643,13348529000142
2920502,Maracás,0  ,NE,BA,M,2020,20834,13910203000167
2920601,Maragogipe,0  ,NE,BA,M,2020,44677,13784384000122
2920700,Maraú,0  ,NE,BA,M,2020,20570,13848973000127
2920809,Marcionílio Souza,0  ,NE,BA,M,2020,10406,13765219000123
2920908,Mascote,0  ,NE,BA,M,2020,13822,13818018000147
2921005,Mata de São João,0  ,NE,BA,M,2020,46583,13805528000180
2921054,Matina,0  ,NE,BA,M,2020,12201,16417800000142
2921104,Medeiros Neto,0  ,NE,BA,M,2020,22688,13786520000113
2921203,Miguel Calmon,0  ,NE,BA,M,2020,26023,13913363000160
2921302,Milagres,0  ,NE,BA,M,2020,10950,13720263000117
2921401,Mirangaba,0  ,NE,BA,M,2020,18338,13913371000106
2921450,Mirante,0  ,NE,BA,M,2020,8641,16416521000164
2921500,Monte Santo,0  ,NE,BA,M,2020,49418,13698766000133
2921609,Morpará,0  ,NE,BA,M,2020,8519,13798574000107
2921708,Morro do Chapéu,0  ,NE,BA,M,2020,35413,13717517000148
2921807,Mortugaba,0  ,NE,BA,M,2020,12042,13677687000146
2921906,Mucugê,0  ,NE,BA,M,2020,9062,13922562000134
2922003,Mucuri,0  ,NE,BA,M,2020,41748,13761705000173
2922052,Mulungu do Morro,0  ,NE,BA,M,2020,10889,16445876000181
2922102,Mundo Novo,0  ,NE,BA,M,2020,26776,13795380000140
2922201,Muniz Ferreira,0  ,NE,BA,M,2020,7422,13796461000164
2922250,Muquém de São Francisco,0  ,NE,BA,M,2020,11348,16440778000151
2922300,Muritiba,0  ,NE,BA,M,2020,29399,13828504000146
2922409,Mutuípe,0  ,NE,BA,M,2020,22221,13827035000140
2922508,Nazaré,0  ,NE,BA,M,2020,28525,13797188000192
2922607,Nilo Peçanha,0  ,NE,BA,M,2020,13997,13758313000155
2922656,Nordestina,0  ,NE,BA,M,2020,13130,13347539000163
2922706,Nova Canaã,0  ,NE,BA,M,2020,16462,13858675000118
2922730,Nova Fátima,0  ,NE,BA,M,2020,7812,16444069000144
2922755,Nova Ibiá,0  ,NE,BA,M,2020,6591,32697583000148
2922805,Nova Itarana,0  ,NE,BA,M,2020,8226,13892187000127
2922854,Nova Redenção,0  ,NE,BA,M,2020,9118,16245334000165
2922904,Nova Soure,0  ,NE,BA,M,2020,26947,13904420000144
2923001,Nova Viçosa,0  ,NE,BA,M,2020,43376,13761531000149
2923035,Novo Horizonte,0  ,NE,BA,M,2020,12385,16255077000142
2923050,Novo Triunfo,0  ,NE,BA,M,2020,15440,16298945000171
2923100,Olindina,0  ,NE,BA,M,2020,28229,13647854000106
2923209,Oliveira dos Brejinhos,0  ,NE,BA,M,2020,21825,13798905000109
2923308,Ouriçangas,0  ,NE,BA,M,2020,8564,13648043000120
2923357,Ourolândia,0  ,NE,BA,M,2020,17451,16444150000124
2923407,Palmas de Monte Alto,0  ,NE,BA,M,2020,21750,13982590000147
2923506,Palmeiras,0  ,NE,BA,M,2020,9019,13922638000121
2923605,Paramirim,0  ,NE,BA,M,2020,21607,13675491000112
2923704,Paratinga,0  ,NE,BA,M,2020,32000,14105225000117
2923803,Paripiranga,0  ,NE,BA,M,2020,28989,14215826000182
2923902,Pau Brasil,0  ,NE,BA,M,2020,9831,13682299000153
2924009,Paulo Afonso,0  ,NE,BA,M,2020,117782,14217327000124
2924058,Pé de Serra,0  ,NE,BA,M,2020,13578,13232913000185
2924108,Pedrão,0  ,NE,BA,M,2020,7347,13648241000193
2924207,Pedro Alexandre,0  ,NE,BA,M,2020,16667,14216238000163
2924306,Piatã,0  ,NE,BA,M,2020,17123,13675681000130
2924405,Pilão Arcado,0  ,NE,BA,M,2020,35048,13692033000191
2924504,Pindaí,0  ,NE,BA,M,2020,16260,13982624000101
2924603,Pindobaçu,0  ,NE,BA,M,2020,20150,13908710000166
2924652,Pintadas,0  ,NE,BA,M,2020,10437,13896725000151
2924678,Piraí do Norte,0  ,NE,BA,M,2020,10023,13071220000158
2924702,Piripá,0  ,NE,BA,M,2020,10707,13694658000192
2924801,Piritiba,0  ,NE,BA,M,2020,24755,13795786000122
2924900,Planaltino,0  ,NE,BA,M,2020,9322,13769021000118
2925006,Planalto,0  ,NE,BA,M,2020,26265,13858907000138
2925105,Poções,0  ,NE,BA,M,2020,46871,14242200000165
2925204,Pojuca,0  ,NE,BA,M,2020,39519,13806237000106
2925253,Ponto Novo,0  ,NE,BA,M,2020,14914,16444143000122
2925303,Porto Seguro,0  ,NE,BA,M,2020,148686,13635016000112
2925402,Potiraguá,0  ,NE,BA,M,2020,7224,13752191000190
2925501,Prado,0  ,NE,BA,M,2020,28174,13761713000110
2925600,Presidente Dutra,0  ,NE,BA,M,2020,15142,13717798000139
2925709,Presidente Jânio Quadros,0  ,NE,BA,M,2020,12338,14120539000199
2925758,Presidente Tancredo Neves,0  ,NE,BA,M,2020,27719,13071253000106
2925808,Queimadas,0  ,NE,BA,M,2020,25439,14218952000190
2925907,Quijingue,0  ,NE,BA,M,2020,27580,13698782000126
2925931,Quixabeira,0  ,NE,BA,M,2020,8972,16443723000103
2925956,Rafael Jambeiro,0  ,NE,BA,M,2020,22621,13195862000169
2926004,Remanso,0  ,NE,BA,M,2020,41008,13909247000177
2926103,Retirolândia,0  ,NE,BA,M,2020,14396,13844220000143
2926202,Riachão das Neves,0  ,NE,BA,M,2020,22339,14100747000126
2926301,Riachão do Jacuípe,0  ,NE,BA,M,2020,33436,14043269000160
2926400,Riacho de Santana,0  ,NE,BA,M,2020,35421,14105191000160
2926509,Ribeira do Amparo,0  ,NE,BA,M,2020,14592,13809405000117
2926608,Ribeira do Pombal,0  ,NE,BA,M,2020,53807,13809397000109
2926657,Ribeirão do Largo,0  ,NE,BA,M,2020,5812,16418683000131
2926707,Rio de Contas,0  ,NE,BA,M,2020,12989,14263859000106
2926806,Rio do Antônio,0  ,NE,BA,M,2020,15371,13678008000153
2926905,Rio do Pires,0  ,NE,BA,M,2020,11655,13783279000179
2927002,Rio Real,0  ,NE,BA,M,2020,40732,15088800000183
2927101,Rodelas,0  ,NE,BA,M,2020,9331,14217350000119
2927200,Ruy Barbosa,0  ,NE,BA,M,2020,30814,13810833000160
2927309,Salinas da Margarida,0  ,NE,BA,M,2020,15667,13743281000114
2706703,Penedo,0  ,NE,AL,M,2020,63683,12243697000100
2706802,Piaçabuçu,0  ,NE,AL,M,2020,17827,12247268000101
2706901,Pilar,0  ,NE,AL,M,2020,35111,12200150000128
2707008,Pindoba,0  ,NE,AL,M,2020,2908,12335436000110
2707107,Piranhas,0  ,NE,AL,M,2020,25039,12225546000120
2707206,Poço das Trincheiras,0  ,NE,AL,M,2020,14386,12259040000131
2707305,Porto Calvo,0  ,NE,AL,M,2020,27165,12366720000154
2707404,Porto de Pedras,0  ,NE,AL,M,2020,7786,08629446000191
2707503,Porto Real do Colégio,0  ,NE,AL,M,2020,20066,12207429000133
2707602,Quebrangulo,0  ,NE,AL,M,2020,11294,12241675000101
2707701,Rio Largo,0  ,NE,AL,M,2020,75120,12200168000120
2707800,Roteiro,0  ,NE,AL,M,2020,6664,12264248000149
2707909,Santa Luzia do Norte,0  ,NE,AL,M,2020,7296,12200317000150
2708006,Santana do Ipanema,0  ,NE,AL,M,2020,47654,12250916000189
2708105,Santana do Mundaú,0  ,NE,AL,M,2020,10740,12332979000184
2708204,São Brás,0  ,NE,AL,M,2020,6961,12207437000180
2708303,São José da Laje,0  ,NE,AL,M,2020,23927,12330916000199
2708402,São José da Tapera,0  ,NE,AL,M,2020,32260,12261228000114
2708501,São Luís do Quitunde,0  ,NE,AL,M,2020,34555,12342671000110
2708600,São Miguel dos Campos,0  ,NE,AL,M,2020,61251,12264222000109
2708709,São Miguel dos Milagres,0  ,NE,AL,M,2020,7951,12364881000109
2708808,São Sebastião,0  ,NE,AL,M,2020,34152,12247631000199
2708907,Satuba,0  ,NE,AL,M,2020,13828,12200333000143
2708956,Senador Rui Palmeira,0  ,NE,AL,M,2020,13870,12421137000107
2709004,Tanque d'Arca,0  ,NE,AL,M,2020,6162,12241865000129
2709103,Taquarana,0  ,NE,AL,M,2020,19980,12207445000126
2709152,Teotônio Vilela,0  ,NE,AL,M,2020,44169,12842829000110
2709202,Traipu,0  ,NE,AL,M,2020,27715,12207452000128
2709301,União dos Palmares,0  ,NE,AL,M,2020,65611,12332946000134
2709400,Viçosa,0  ,NE,AL,M,2020,25733,12333746000104
2800100,Amparo de São Francisco,0  ,NE,SE,M,2020,2374,13110564000129
2800209,Aquidabã,0  ,NE,SE,M,2020,21563,13000609000102
2800308,Aracaju,1  ,NE,SE,M,2020,657013,13128780000100
2800407,Arauá,0  ,NE,SE,M,2020,10056,13095260000130
2800506,Areia Branca,0  ,NE,SE,M,2020,18542,13100995000104
2800605,Barra dos Coqueiros,0  ,NE,SE,M,2020,30407,13128863000190
2800670,Boquim,0  ,NE,SE,M,2020,26816,13097068000182
2800704,Brejo Grande,0  ,NE,SE,M,2020,8309,13110903000177
2801009,Campo do Brito,0  ,NE,SE,M,2020,18109,13134614000108
2801108,Canhoba,0  ,NE,SE,M,2020,4008,13115381000104
2801207,Canindé de São Francisco,0  ,NE,SE,M,2020,29900,13120225000123
2801306,Capela,0  ,NE,SE,M,2020,34213,13119961000161
2801405,Carira,0  ,NE,SE,M,2020,22082,13099882000136
2801504,Carmópolis,0  ,NE,SE,M,2020,16634,13108535000122
2801603,Cedro de São João,0  ,NE,SE,M,2020,5897,13117601000120
2801702,Cristinápolis,0  ,NE,SE,M,2020,17874,13096029000160
2801900,Cumbe,0  ,NE,SE,M,2020,3987,13112289000182
2802007,Divina Pastora,0  ,NE,SE,M,2020,5138,13108733000196
2802106,Estância,0  ,NE,SE,M,2020,69184,13097050000180
2802205,Feira Nova,0  ,NE,SE,M,2020,5584,13112511000147
2802304,Frei Paulo,0  ,NE,SE,M,2020,15421,13100102000120
2802403,Gararu,0  ,NE,SE,M,2020,11604,13112669000117
2802502,General Maynard,0  ,NE,SE,M,2020,3346,13108899000102
2802601,Gracho Cardoso,0  ,NE,SE,M,2020,5818,13112875000127
2802700,Ilha das Flores,0  ,NE,SE,M,2020,8520,13111224000112
2802809,Indiaroba,0  ,NE,SE,M,2020,17957,13097894000121
2802908,Itabaiana,0  ,NE,SE,M,2020,95427,13104740000110
2803005,Itabaianinha,0  ,NE,SE,M,2020,41928,13098181000182
2803104,Itabi,0  ,NE,SE,M,2020,4903,13113063000104
2803203,Itaporanga d'Ajuda,0  ,NE,SE,M,2020,34356,13128889000139
2803302,Japaratuba,0  ,NE,SE,M,2020,18743,13093786000180
2803401,Japoatã,0  ,NE,SE,M,2020,13434,13115910000161
2803500,Lagarto,0  ,NE,SE,M,2020,104408,13124052000111
2803609,Laranjeiras,0  ,NE,SE,M,2020,29826,13120613000104
2803708,Macambira,0  ,NE,SE,M,2020,6919,13103684000107
2803807,Malhada dos Bois,0  ,NE,SE,M,2020,3682,13115993000199
2803906,Malhador,0  ,NE,SE,M,2020,12618,13104757000177
2804003,Maruim,0  ,NE,SE,M,2020,17213,13109350000132
2804102,Moita Bonita,0  ,NE,SE,M,2020,11335,13104112000134
2804201,Monte Alegre de Sergipe,0  ,NE,SE,M,2020,15031,13113287000108
2804300,Muribeca,0  ,NE,SE,M,2020,7625,13094222000162
2804409,Neópolis,0  ,NE,SE,M,2020,18719,13111679000138
2804458,Nossa Senhora Aparecida,0  ,NE,SE,M,2020,8796,13101308000175
2804508,Nossa Senhora da Glória,0  ,NE,SE,M,2020,36924,13113626000156
2804607,Nossa Senhora das Dores,0  ,NE,SE,M,2020,26629,13094446000174
2804706,Nossa Senhora de Lourdes,0  ,NE,SE,M,2020,6483,13113766000124
2804805,Nossa Senhora do Socorro,0  ,NE,SE,M,2020,183628,13128814000158
2804904,Pacatuba,0  ,NE,SE,M,2020,14428,13112222000148
2805000,Pedra Mole,0  ,NE,SE,M,2020,3261,13100482000101
2805109,Pedrinhas,0  ,NE,SE,M,2020,9602,13098736000196
2805208,Pinhão,0  ,NE,SE,M,2020,6576,13100680000167
2805307,Pirambu,0  ,NE,SE,M,2020,9280,13095039000181
2805406,Poço Redondo,0  ,NE,SE,M,2020,34775,13114004000142
2805505,Poço Verde,0  ,NE,SE,M,2020,23728,13106935000107
2805604,Porto da Folha,0  ,NE,SE,M,2020,28596,13131982000100
2805703,Propriá,0  ,NE,SE,M,2020,29626,13117320000178
2805802,Riachão do Dantas,0  ,NE,SE,M,2020,19805,13107180000157
2805901,Riachuelo,0  ,NE,SE,M,2020,10213,13128897000185
2806008,Ribeirópolis,0  ,NE,SE,M,2020,18652,13104427000181
2806107,Rosário do Catete,0  ,NE,SE,M,2020,10855,13109756000115
2806206,Salgado,0  ,NE,SE,M,2020,19998,13107453000163
2806305,Santa Luzia do Itanhy,0  ,NE,SE,M,2020,14035,13098942000104
2806404,Santana do São Francisco,0  ,NE,SE,M,2020,7780,32846347000146
2806503,Santa Rosa de Lima,0  ,NE,SE,M,2020,3913,13109954000189
2806602,Santo Amaro das Brotas,0  ,NE,SE,M,2020,12102,13110218000140
2806701,São Cristóvão,0  ,NE,SE,M,2020,90072,13128855000144
2806800,São Domingos,0  ,NE,SE,M,2020,11137,13104732000173
2806909,São Francisco,0  ,NE,SE,M,2020,3724,13118435000187
2807006,São Miguel do Aleixo,0  ,NE,SE,M,2020,3930,13114533000146
2807105,Simão Dias,0  ,NE,SE,M,2020,40484,13108089000156
2807204,Siriri,0  ,NE,SE,M,2020,8893,13110408000168
2807303,Telha,0  ,NE,SE,M,2020,3227,13118591000148
2807402,Tobias Barreto,0  ,NE,SE,M,2020,52191,13119300000136
2807501,Tomar do Geru,0  ,NE,SE,M,2020,13536,13099205000118
2807600,Umbaúba,0  ,NE,SE,M,2020,25294,13099395000173
2900108,Abaíra,0  ,NE,BA,M,2020,8739,13670021000166
2900207,Abaré,0  ,NE,BA,M,2020,20086,13915657000120
2900306,Acajutiba,0  ,NE,BA,M,2020,15159,13696521000177
2900355,Adustina,0  ,NE,BA,M,2020,17040,16298929000189
2900405,Água Fria,0  ,NE,BA,M,2020,16970,13606702000165
2900504,Érico Cardoso,0  ,NE,BA,M,2020,10610,13670203000137
2900603,Aiquara,0  ,NE,BA,M,2020,4446,13769609000171
2900702,Alagoinhas,0  ,NE,BA,M,2020,151596,13646005000138
2900801,Alcobaça,0  ,NE,BA,M,2020,22470,13761721000166
2900900,Almadina,0  ,NE,BA,M,2020,5464,14147466000129
2901007,Amargosa,0  ,NE,BA,M,2020,37241,13825484000150
2901106,Amélia Rodrigues,0  ,NE,BA,M,2020,25102,13607213000128
2901155,América Dourada,0  ,NE,BA,M,2020,16094,13891536000196
2901205,Anagé,0  ,NE,BA,M,2020,22005,13906409000113
2901304,Andaraí,0  ,NE,BA,M,2020,13143,13922570000180
2901353,Andorinha,0  ,NE,BA,M,2020,14595,16448870000168
2901403,Angical,0  ,NE,BA,M,2020,13977,13654421000188
2901502,Anguera,0  ,NE,BA,M,2020,11221,13607346000102
2901601,Antas,0  ,NE,BA,M,2020,19291,13808217000174
2901700,Antônio Cardoso,0  ,NE,BA,M,2020,11683,13607494000119
2901809,Antônio Gonçalves,0  ,NE,BA,M,2020,11798,13908728000168
2901908,Aporá,0  ,NE,BA,M,2020,17731,13646542000188
2901957,Apuarema,0  ,NE,BA,M,2020,7330,16434292000100
2902005,Aracatu,0  ,NE,BA,M,2020,13135,14105712000180
2902054,Araças,0  ,NE,BA,M,2020,12177,16131088000110
2902104,Araci,0  ,NE,BA,M,2020,54379,14232086000192
2902203,Aramari,0  ,NE,BA,M,2020,11397,13646740000141
2902252,Arataca,0  ,NE,BA,M,2020,11019,13658158000103
2902302,Aratuípe,0  ,NE,BA,M,2020,8825,13796073000183
2902401,Aurelino Leal,0  ,NE,BA,M,2020,11531,16137291000102
2902500,Baianópolis,0  ,NE,BA,M,2020,13877,13654413000131
2902609,Baixa Grande,0  ,NE,BA,M,2020,20468,13794912000124
2902708,Barra,0  ,NE,BA,M,2020,53578,13880703000101
2902807,Barra da Estiva,0  ,NE,BA,M,2020,20598,13670658000152
2902906,Barra do Choça,0  ,NE,BA,M,2020,31603,13906789000196
2903003,Barra do Mendes,0  ,NE,BA,M,2020,13865,13702238000100
2903102,Barra do Rocha,0  ,NE,BA,M,2020,5714,14234850000169
2903201,Barreiras,0  ,NE,BA,M,2020,155439,13654405000195
2903235,Barro Alto,0  ,NE,BA,M,2020,14931,13234349000130
2903276,Barrocas,0  ,NE,BA,M,2020,15978,04216287000142
2903300,Barro Preto,0  ,NE,BA,M,2020,5591,14147458000182
2903409,Belmonte,0  ,NE,BA,M,2020,23328,13634977000102
2903508,Belo Campo,0  ,NE,BA,M,2020,17211,14237333000143
2903607,Biritinga,0  ,NE,BA,M,2020,15979,13835558000139
2903706,Boa Nova,0  ,NE,BA,M,2020,12633,13894894000152
2903805,Boa Vista do Tupim,0  ,NE,BA,M,2020,18576,13718176000125
2903904,Bom Jesus da Lapa,0  ,NE,BA,M,2020,69148,14105183000114
2903953,Bom Jesus da Serra,0  ,NE,BA,M,2020,9880,16418709000141
2904001,Boninal,0  ,NE,BA,M,2020,14368,13922612000183
2904050,Bonito,0  ,NE,BA,M,2020,16764,16245375000151
2904100,Boquira,0  ,NE,BA,M,2020,21508,13780770000146
2904209,Botuporã,0  ,NE,BA,M,2020,10211,13782479000107
2904308,Brejões,0  ,NE,BA,M,2020,14295,14197768000101
2904407,Brejolândia,0  ,NE,BA,M,2020,10557,13654439000180
2904506,Brotas de Macaúbas,0  ,NE,BA,M,2020,10231,13797600000174
2904605,Brumado,0  ,NE,BA,M,2020,67195,14105704000133
2904704,Buerarema,0  ,NE,BA,M,2020,18349,13721188000109
2904753,Buritirama,0  ,NE,BA,M,2020,21174,13234000000106
2904803,Caatiba,0  ,NE,BA,M,2020,6758,13856372000166
2904852,Cabaceiras do Paraguaçu,0  ,NE,BA,M,2020,18807,13866892000150
2904902,Cachoeira,0  ,NE,BA,M,2020,33470,13828397000156
2905008,Caculé,0  ,NE,BA,M,2020,23170,13676788000100
2905107,Caém,0  ,NE,BA,M,2020,9213,13913348000111
2905156,Caetanos,0  ,NE,BA,M,2020,14542,16418717000198
2905206,Caetité,0  ,NE,BA,M,2020,50975,13811476000154
2905305,Cafarnaum,0  ,NE,BA,M,2020,18437,13714142000162
2905404,Cairu,0  ,NE,BA,M,2020,18176,14235907000144
2905503,Caldeirão Grande,0  ,NE,BA,M,2020,13327,13913355000113
2905602,Camacan,0  ,NE,BA,M,2020,31988,13682398000135
2905701,Camaçari,0  ,NE,BA,M,2020,299132,14109763000180
2905800,Camamu,0  ,NE,BA,M,2020,35316,13753306000160
2905909,Campo Alegre de Lourdes,0  ,NE,BA,M,2020,28798,14117329000141
2906006,Campo Formoso,0  ,NE,BA,M,2020,71206,13908702000110
2906105,Canápolis,0  ,NE,BA,M,2020,9711,13812144000194
2906204,Canarana,0  ,NE,BA,M,2020,26176,13714464000101
2906303,Canavieiras,0  ,NE,BA,M,2020,31099,13817804000120
2906402,Candeal,0  ,NE,BA,M,2020,8258,13607635000101
2906501,Candeias,0  ,NE,BA,M,2020,87076,13830336000123
2906600,Candiba,0  ,NE,BA,M,2020,14319,13982608000100
2906709,Cândido Sales,0  ,NE,BA,M,2020,25189,13857123000195
2906808,Cansanção,0  ,NE,BA,M,2020,34834,13806567000100
2906824,Canudos,0  ,NE,BA,M,2020,16668,13343967000118
2906857,Capela do Alto Alegre,0  ,NE,BA,M,2020,11637,13897111000194
2906873,Capim Grosso,0  ,NE,BA,M,2020,30662,13230982000150
2906899,Caraíbas,0  ,NE,BA,M,2020,8951,16418766000120
2906907,Caravelas,0  ,NE,BA,M,2020,22016,13761689000119
2907004,Cardeal da Silva,0  ,NE,BA,M,2020,9295,14126254000165
2907103,Carinhanha,0  ,NE,BA,M,2020,29018,14105209000124
2907202,Casa Nova,0  ,NE,BA,M,2020,71969,13691811000128
2907301,Castro Alves,0  ,NE,BA,M,2020,26264,13693122000152
2907400,Catolândia,0  ,NE,BA,M,2020,3577,13654447000126
2907509,Catu,0  ,NE,BA,M,2020,54704,13800685000100
2907558,Caturama,0  ,NE,BA,M,2020,9329,16257719000142
2907608,Central,0  ,NE,BA,M,2020,17266,14136816000151
2907707,Chorrochó,0  ,NE,BA,M,2020,11177,13915665000177
2907806,Cícero Dantas,0  ,NE,BA,M,2020,32515,13808613000100
2907905,Cipó,0  ,NE,BA,M,2020,17300,13808936000195
2908002,Coaraci,0  ,NE,BA,M,2020,16993,14147474000175
2908101,Cocos,0  ,NE,BA,M,2020,18777,14222012000175
2908200,Conceição da Feira,0  ,NE,BA,M,2020,22581,13828371000108
2908309,Conceição do Almeida,0  ,NE,BA,M,2020,17247,13695028000132
2908408,Conceição do Coité,0  ,NE,BA,M,2020,66612,13843842000157
2908507,Conceição do Jacuípe,0  ,NE,BA,M,2020,33153,14222574000119
2908606,Conde,0  ,NE,BA,M,2020,25837,14126692000123
2908705,Condeúba,0  ,NE,BA,M,2020,17247,13694138000180
2908804,Contendas do Sincorá,0  ,NE,BA,M,2020,4066,14106553000138
2908903,Coração de Maria,0  ,NE,BA,M,2020,22605,13883996000172
2909000,Cordeiros,0  ,NE,BA,M,2020,8614,13694468000175
2909109,Coribe,0  ,NE,BA,M,2020,14194,13912084000181
2909208,Coronel João Sá,0  ,NE,BA,M,2020,15895,14215818000136
2909307,Correntina,0  ,NE,BA,M,2020,32137,14221741000107
2909406,Cotegipe,0  ,NE,BA,M,2020,13782,13654892000196
2909505,Cravolândia,0  ,NE,BA,M,2020,5349,13763396000170
2909604,Crisópolis,0  ,NE,BA,M,2020,21103,13646922000112
2909703,Cristópolis,0  ,NE,BA,M,2020,13910,13655089000176
2909802,Cruz das Almas,0  ,NE,BA,M,2020,63239,14006977000120
2909901,Curaçá,0  ,NE,BA,M,2020,34700,13915640000173
2910008,Dário Meira,0  ,NE,BA,M,2020,10710,13700174000109
2910057,Dias d'Ávila,0  ,NE,BA,M,2020,81089,13394044000195
2910107,Dom Basílio,0  ,NE,BA,M,2020,12199,13673314000105
2910206,Dom Macedo Costa,0  ,NE,BA,M,2020,4058,13827019000158
