exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,rotulo,coluna,cod_conta,conta,valor
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR-9>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,206713811.08
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR-8>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,270868871.04
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR-7>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,284051610.85
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR-6>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,267024922.97
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR-5>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,281502260.5
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR-4>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,268144909.22
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR-3>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,260009216.95
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR-2>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,257428724.16
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR-1>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,244232151.73
2015,RREO,6,B,Governo do Estado de Rondônia,11,RO,1748531,RREO-Anexo 03,NA,<MR>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,284456832.11
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-11>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,114042684.69
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-10>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,89970422.78
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-9>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,107933657.74
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-8>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,91260715.6
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-7>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,99986887.13
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-6>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,91882546.64
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-5>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,113691020.06
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-4>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,111935017.38
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-3>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,108081460.89
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-2>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,117663501.97
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-1>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,120496572.53
2018,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,246149657.87
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-11>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,84419898.38
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-10>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,95275739.98
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-9>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,82905104.74
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-8>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,78622372.44
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-7>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,82742165.92
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-6>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,93616767.63
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-5>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,94481518.24
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-4>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,93029384.17
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-3>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,97797369.41
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-2>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,101945884.73
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR-1>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,99785337.89
2017,RREO,6,B,Governo do Estado do Acre,12,AC,816687,RREO-Anexo 03,NA,<MR>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,111280127.87
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-11>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,120161150.22
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-10>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,111329869.66
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-9>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,102229183.04
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-8>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,109348315.55
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-7>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,98589827.64
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-6>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,100955375.23
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-5>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,179209604.61
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-4>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,107029828.02
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-3>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,114566708.87
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-2>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,124538622.25
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR-1>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,117492054.82
2019,RREO,6,B,Governo do Estado do Acre,12,AC,869265,RREO-Anexo 03,NA,<MR>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,127597337.36
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-11>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,88660788.45
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-10>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,69704206.32
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-9>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,83659944.31
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-8>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,82712602.92
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-7>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,75235561.29
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-6>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,76483833.53
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-5>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,78665913.86
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-4>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,78755233.37
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-3>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,81824424.07
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-2>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,78756176.32
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR-1>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,84865424.26
2016,RREO,6,B,Governo do Estado do Acre,12,AC,803513,RREO-Anexo 03,NA,<MR>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,117731062.99
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-11>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,87928334.13
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-10>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,82966189.34
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-9>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,89935975.57
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-8>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,69896402.68
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-7>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,67423542.78
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-6>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,68262677.05
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-5>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,73587944.55
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-4>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,79704570.98
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-3>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,78799536.83
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-2>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,73756907.28
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR-1>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,96543349.66
2015,RREO,6,B,Governo do Estado do Acre,12,AC,790101,RREO-Anexo 03,NA,<MR>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,95961805.43
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-11>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,587620703
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-10>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,561295088.01
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-9>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,560141268.29
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-8>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,594421581.01
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-7>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,579366550.54
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-6>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,540027779.37
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-5>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,576831516.56
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-4>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,552998016.05
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-3>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,680264354.09
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-2>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,611945551
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR-1>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,572179502.36
2016,RREO,6,B,Governo do Estado do Amazonas,13,AM,3938336,RREO-Anexo 03,NA,<MR>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,636906746.32
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-11>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,780614019.21
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-10>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,841491294.33
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-9>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,715199568.08
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-8>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,758169212.93
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-7>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,822296225.12
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-6>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,767503212.07
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-5>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,775722542.44
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-4>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,862712671.78
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-3>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,894907874.29
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-2>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,860034996.72
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR-1>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,986267040.45
2019,RREO,6,B,Governo do Estado do Amazonas,13,AM,4080611,RREO-Anexo 03,NA,<MR>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,1009277529.91
2017,RREO,6,B,Governo do Estado do Amazonas,13,AM,4001667,RREO-Anexo 03,NA,<MR-11>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,661372671.6
2017,RREO,6,B,Governo do Estado do Amazonas,13,AM,4001667,RREO-Anexo 03,NA,<MR-10>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,545090780.76
2017,RREO,6,B,Governo do Estado do Amazonas,13,AM,4001667,RREO-Anexo 03,NA,<MR-9>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,558645935.47
2017,RREO,6,B,Governo do Estado do Amazonas,13,AM,4001667,RREO-Anexo 03,NA,<MR-8>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,627276532.46
2017,RREO,6,B,Governo do Estado do Amazonas,13,AM,4001667,RREO-Anexo 03,NA,<MR-7>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,712658343.61
2017,RREO,6,B,Governo do Estado do Amazonas,13,AM,4001667,RREO-Anexo 03,NA,<MR-6>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,637121726.25
2017,RREO,6,B,Governo do Estado do Amazonas,13,AM,4001667,RREO-Anexo 03,NA,<MR-5>,ICMSLiquidoExcetoTransferenciasEFUNDEB,ICMS,678327346.63
